MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1930089	Mcm3ap	minichromosome maintenance complex component 3 associated protein	10		histone acetyltransferase activity			ISO	O60318 	J:164563 	
MGI:1930089	Mcm3ap	minichromosome maintenance complex component 3 associated protein	10		histone H3 acetyltransferase activity			ISO	O60318 	J:164563 	
MGI:1344385	Med24	mediator complex subunit 24	11		histone acetyltransferase activity			ISO	RGD:1564565 	J:155856 	
MGI:2385142	Mettl8	methyltransferase like 8	2		histone acetyltransferase activity			IDA		J:99401 	
MGI:1341851	Msl3	MSL complex subunit 3	X		histone H4K16 acetyltransferase activity			ISO	Q8N5Y2 	J:164563 	
MGI:1918249	Naa40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	19		histone H2A acetyltransferase activity			IBA	PTN000464144 	J:265628 	
MGI:1918249	Naa40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	19		histone H2A acetyltransferase activity			ISO	Q86UY6 	J:164563 	
MGI:1918249	Naa40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	19		histone H4 acetyltransferase activity			IBA	PTN000464144 	J:265628 	
MGI:1918249	Naa40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	19		histone H4 acetyltransferase activity			ISO	Q86UY6 	J:164563 	
MGI:1919367	Naa50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	16		histone H4 acetyltransferase activity			ISO	Q9GZZ1 	J:164563 	
MGI:1922013	Naa60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	16		histone acetyltransferase activity			IBA	PTN000380943 	J:265628 	
MGI:1922013	Naa60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	16		histone H4 acetyltransferase activity			ISO	Q9H7X0 	J:164563 	
MGI:2136449	Nat8f3	N-acetyltransferase 8 (GCN5-related) family member 3	6		histone H4 acetyltransferase activity			IDA		J:227616 	
MGI:3782661	Nat8f7	N-acetyltransferase 8 (GCN5-related) family member 7	6		histone H4 acetyltransferase activity			IDA		J:227616 	
MGI:1276523	Ncoa1	nuclear receptor coactivator 1	12		histone acetyltransferase activity			IEA	2.3.1.48 	J:72245 	
MGI:1276535	Ncoa3	nuclear receptor coactivator 3	2		histone acetyltransferase activity			ISO	Q9Y6Q9 	J:164563 	
MGI:1932139	Oga	O-GlcNAcase	19		histone acetyltransferase activity			ISO	RGD:621077 	J:155856 	
MGI:2144471	Tada2a	transcriptional adaptor 2A	11	contributes_to	histone acetyltransferase activity			ISO	O75478 	J:164563 	
MGI:1336878	Taf1	TATA-box binding protein associated factor 1	X		histone acetyltransferase activity			IDA		J:149201 	

