MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:104783	Atxn1	ataxin 1	13		chromatin binding	uses Etv5		IDA		J:162235 	
MGI:104783	Atxn1	ataxin 1	13		chromatin binding	uses Ccnd1		IDA		J:162235 	
MGI:2179277	Atxn7	ataxin 7	14		chromatin binding	uses Rho		IDA		J:87337 	
MGI:2179277	Atxn7	ataxin 7	14		chromatin binding	uses Opn1sw		IDA		J:87337 	
MGI:1919847	Auts2	autism susceptibility candidate 2	5		chromatin binding			ISO	Q8WXX7 	J:73065 	
MGI:2679272	Bahcc1	BAH domain and coiled-coil containing 1	11		chromatin binding			IEA	IPR001025 	J:72247 	
MGI:2139371	Bahd1	bromo adjacent homology domain containing 1	2		chromatin binding			IBA	PTN008209947 	J:265628 	
MGI:2139371	Bahd1	bromo adjacent homology domain containing 1	2		chromatin binding			ISO	Q8TBE0 	J:164563 	
MGI:1206586	Bap1	Brca1 associated protein 1	14		chromatin binding			ISO	Q92560 	J:164563 	
MGI:1206586	Bap1	Brca1 associated protein 1	14		chromatin DNA binding			IDA		J:187380 	
MGI:109617	Barx2	BarH-like homeobox 2	9		chromatin binding	happens in mesenchymal stem cell,happens in forelimb bud mesenchyme,uses Col2a1		IDA		J:98500 	
MGI:109617	Barx2	BarH-like homeobox 2	9		chromatin binding			IDA		J:96883 	
MGI:2385848	Bcas3	BCAS3 microtubule associated cell migration factor	11		chromatin binding			ISO	Q9H6U6 	J:164563 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		chromatin binding	uses Il18		IDA		J:84005 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		chromatin binding	uses Prdm1		IDA		J:91929 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		chromatin binding			ISO	P41182 	J:73065 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		chromatin DNA binding	happens in CD8-positive, alpha-beta T cell,uses Gzmb		IDA		J:117088 	
MGI:2444572	Bend6	BEN domain containing 6	1		chromatin binding	uses Rbpj		IDA		J:195490 	
MGI:1930001	Bhlhe22	basic helix-loop-helix family, member e22	3		chromatin binding			IDA		J:182304 	
MGI:88174	Bmi1	Bmi1 polycomb ring finger oncogene	2		chromatin binding	uses Hoxc13		IDA		J:104662 	
MGI:88174	Bmi1	Bmi1 polycomb ring finger oncogene	2		chromatin binding			IDA		J:202816 	
MGI:88174	Bmi1	Bmi1 polycomb ring finger oncogene	2		promoter-specific chromatin binding			IBA	PTN000850589 	J:265628 	
MGI:88174	Bmi1	Bmi1 polycomb ring finger oncogene	2		promoter-specific chromatin binding			IDA		J:227373 	
MGI:88174	Bmi1	Bmi1 polycomb ring finger oncogene	2		promoter-specific chromatin binding			ISO	P35226 	J:164563 	
MGI:104537	Brca1	breast cancer 1, early onset	11		chromatin binding			ISO	RGD:2218 	J:155856 	
MGI:99495	Brd2	bromodomain containing 2	17		chromatin binding			ISO	P25440 	J:164563 	
MGI:1914632	Brd3	bromodomain containing 3	2		chromatin binding			ISO	Q15059 	J:164563 	
MGI:1888520	Brd4	bromodomain containing 4	17		chromatin binding			IDA		J:191206 J:199171 	
MGI:1888520	Brd4	bromodomain containing 4	17		chromatin binding			ISO	O60885 	J:164563 	
MGI:2442836	Brip1	BRCA1 interacting protein C-terminal helicase 1	11		chromatin binding			ISO	RGD:1307659 	J:155856 	
MGI:1298375	Cabin1	calcineurin binding protein 1	10	contributes_to	nucleosome binding			IBA	PTN000398529 	J:265628 	
MGI:1914738	Calcoco1	calcium binding and coiled coil domain 1	15		chromatin binding			IDA		J:94986 	
MGI:2135957	Camta2	calmodulin binding transcription activator 2	11		chromatin binding			ISO	O94983 	J:73065 	
MGI:1338013	Cbfa2t3	CBFA2/RUNX1 translocation partner 3	8		chromatin binding			IDA		J:155127 	
MGI:105369	Cbx1	chromobox 1	11		chromatin binding			IBA	PTN000517042 	J:265628 	
MGI:88289	Cbx2	chromobox 2	11		chromatin binding	uses Hoxb8		IDA		J:109525 	
MGI:108515	Cbx3	chromobox 3	6		chromatin binding			IBA	PTN000517042 	J:265628 	
MGI:1195985	Cbx4	chromobox 4	11		chromatin binding	uses Gh		IDA		J:121427 	
MGI:109372	Cbx5	chromobox 5	15		chromatin binding			IBA	PTN000517042 	J:265628 	
MGI:109372	Cbx5	chromobox 5	15		chromatin binding			IDA		J:55698 	
MGI:1196439	Cbx7	chromobox 7	15		chromatin binding			IDA		J:180185 	
MGI:1353589	Cbx8	chromobox 8	11		chromatin binding			IBA	PTN001867584 	J:265628 	
MGI:1328363	Ccnt1	cyclin T1	15		chromatin binding			IDA		J:170795 	
MGI:1920199	Ccnt2	cyclin T2	1		chromatin binding			IDA		J:230626 	
MGI:1345150	Cdc6	cell division cycle 6	11		chromatin binding			IDA		J:87848 	
MGI:1338073	Cdc45	cell division cycle 45	16		chromatin binding			IBA	PTN000053416 	J:265628 	
MGI:88351	Cdk1	cyclin-dependent kinase 1	10		chromatin binding			IDA		J:140237 	
MGI:1328368	Cdk9	cyclin-dependent kinase 9 (CDC2-related kinase)	2		chromatin binding			IDA		J:191206 J:230626 	
MGI:1328368	Cdk9	cyclin-dependent kinase 9 (CDC2-related kinase)	2		chromatin binding			ISO	RGD:1359638 	J:155856 	
MGI:1914427	Cdt1	chromatin licensing and DNA replication factor 1	8		chromatin binding			ISO	Q9H211 	J:164563 	
MGI:1339956	Cdyl	chromodomain protein, Y chromosome-like	13		chromatin binding			IDA		J:206754 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		chromatin DNA binding	happens in brown fat		IDA		J:272999 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		chromatin binding			IDA		J:170741 J:224721 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		chromatin DNA binding	happens in brown fat		IDA		J:272999 	
MGI:88376	Cenpb	centromere protein B	2		chromatin binding			IEA	IPR015115 	J:72247 	
MGI:1917178	Cenps	centromere protein S	4		chromatin binding			IBA	PTN000541279 	J:265628 	
MGI:1917178	Cenps	centromere protein S	4		chromatin binding			ISO	Q8N2Z9 	J:164563 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		chromatin binding			IBA	PTN002579681 	J:265628 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		chromatin binding			IDA		J:243562 J:243563 J:314373 J:313955 J:314911 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		chromatin binding			ISO	Q8N884 	J:164563 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		nucleosome binding			IDA		J:314373 J:313955 J:314911 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		nucleosome binding			ISO	Q8N884 	J:164563 	
MGI:88393	Chd1	chromodomain helicase DNA binding protein 1	17		chromatin binding			IBA	PTN002473914 	J:265628 	
MGI:88393	Chd1	chromodomain helicase DNA binding protein 1	17		chromatin binding			NAS		J:4182 	
MGI:1915308	Chd1l	chromodomain helicase DNA binding protein 1-like	3		nucleosome binding			ISO	Q86WJ1 	J:164563 	
MGI:2448567	Chd2	chromodomain helicase DNA binding protein 2	7		chromatin binding			IBA	PTN002473914 	J:265628 	
MGI:1344395	Chd3	chromodomain helicase DNA binding protein 3	11		chromatin binding			IBA	PTN002473914 	J:265628 	
MGI:1344380	Chd4	chromodomain helicase DNA binding protein 4	6		chromatin binding			IBA	PTN002473914 	J:265628 	
MGI:3036258	Chd5	chromodomain helicase DNA binding protein 5	4		chromatin binding			IBA	PTN002473914 	J:265628 	
MGI:3036258	Chd5	chromodomain helicase DNA binding protein 5	4		chromatin binding			ISO	RGD:1582725 	J:155856 	
MGI:1918639	Chd6	chromodomain helicase DNA binding protein 6	2		chromatin binding			IBA	PTN002473914 	J:265628 	
MGI:2444748	Chd7	chromodomain helicase DNA binding protein 7	4		chromatin binding			IBA	PTN002473914 	J:265628 	
MGI:2444748	Chd7	chromodomain helicase DNA binding protein 7	4		promoter-specific chromatin binding	happens in heart,uses Sema3c		IDA		J:225736 	
MGI:1915022	Chd8	chromodomain helicase DNA binding protein 8	14		chromatin binding			IBA	PTN002473914 	J:265628 	
MGI:1915022	Chd8	chromodomain helicase DNA binding protein 8	14		chromatin binding			IDA		J:235128 	
MGI:1915022	Chd8	chromodomain helicase DNA binding protein 8	14		chromatin binding			ISO	Q9HCK8 	J:183665 	
MGI:1918972	Cic	capicua transcriptional repressor	7		chromatin binding	uses Etv5		IDA		J:162235 	
MGI:1918972	Cic	capicua transcriptional repressor	7		chromatin binding	uses Ccnd1		IDA		J:162235 	
MGI:1918972	Cic	capicua transcriptional repressor	7		chromatin binding	happens in lung,uses Etv5		IDA		J:178303 	
MGI:1918972	Cic	capicua transcriptional repressor	7		chromatin binding	happens in lung,uses Etv1		IDA		J:178303 	
MGI:1918972	Cic	capicua transcriptional repressor	7		chromatin binding	happens in lung,uses Etv4		IDA		J:178303 	
MGI:108023	Cited1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1	X		chromatin binding			IDA		J:128960 	
MGI:1306784	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	10		chromatin binding			IDA		J:92872 J:114818 J:139006 	
MGI:1913447	Cks2	CDC28 protein kinase regulatory subunit 2	13		chromatin binding			IDA		J:140237 	
MGI:99698	Clock	circadian locomotor output cycles kaput	5		chromatin DNA binding			IDA		J:209614 	
MGI:107207	Coq7	demethyl-Q 7	7		chromatin binding			ISO	Q99807 	J:164563 	
MGI:1930190	Cramp1	cramped chromatin regulator 1	17		chromatin binding			IBA	PTN001093019 	J:265628 	
MGI:99946	Creb3	cAMP responsive element binding protein 3	4		chromatin binding			ISO	O43889 	J:164563 	
MGI:1347062	Creb3l1	cAMP responsive element binding protein 3-like 1	2		chromatin binding	uses Col1a1		IDA		J:158242 	
MGI:1098280	Crebbp	CREB binding protein	16		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:1098280	Crebbp	CREB binding protein	16		chromatin binding			IDA		J:98847 	
MGI:1098280	Crebbp	CREB binding protein	16		chromatin binding			ISO	Q92793 	J:164563 	
MGI:1098280	Crebbp	CREB binding protein	16		chromatin DNA binding			IBA	PTN000351795 	J:265628 	
MGI:1921593	Crtc2	CREB regulated transcription coactivator 2	3		chromatin binding			ISO	RGD:1308903 	J:155856 	
MGI:1194883	Crx	cone-rod homeobox	7		chromatin binding	uses Rho		IDA		J:87337 	
MGI:1194883	Crx	cone-rod homeobox	7		chromatin binding	uses Opn1sw		IDA		J:87337 	
MGI:88548	Csnk2b	casein kinase 2, beta polypeptide	17		chromatin binding			ISO	P67870 	J:73065 	
MGI:1201685	Ctbp1	C-terminal binding protein 1	5		chromatin binding	uses Ccne1		IDA		J:121427 	
MGI:1201686	Ctbp2	C-terminal binding protein 2	7		chromatin binding			IDA		J:204716 	
MGI:109447	Ctcf	CCCTC-binding factor	8		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:109447	Ctcf	CCCTC-binding factor	8		chromatin binding			IDA		J:202816 J:204755 	
MGI:109447	Ctcf	CCCTC-binding factor	8		chromatin insulator sequence binding			ISO	P49711 	J:164563 	
MGI:3652571	Ctcfl	CCCTC-binding factor (zinc finger protein)-like	2		chromatin insulator sequence binding			IBA	PTN002812834 	J:265628 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses UniProtKB:Q5SUF7,happens in dorsal thalamus		IDA		J:165064 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Pou3f2		IDA		J:89066 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Wnt11		IDA		J:125640 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Snai2		IDA		J:170963 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Hes2		IDA		J:158135 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Axin2		IDA		J:114817 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Edar		IDA		J:151982 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Pla2g7		IDA		J:171512 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses C1qtnf12		IDA		J:171512 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Tafa5		IDA		J:171512 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Ccn1		IDA		J:107256 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Hesx1		IDA		J:114817 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Ihh		IDA		J:119030 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Lef1		IDA		J:114817 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Sox2		IDA		J:170963 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	happens in heart,uses Gata6		IDA		J:158582 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	happens in future neurohypophysis,uses Pou1f1		IDA		J:114817 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	happens in epithelial cell of lung,happens in lung,uses Bmp4		IDA		J:99391 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	happens in epithelial cell of lung,happens in lung,uses Mycn		IDA		J:99391 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	happens in paneth cell,happens in small intestine crypt of lieberkuhn,uses Defa1		IDA		J:98680 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	happens in paneth cell,happens in small intestine crypt of lieberkuhn,uses Defa5		IDA		J:98680 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding			IDA		J:152705 	
MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	9		chromatin binding	uses Sox17		IGI	MGI:1202879 	J:198627 	
MGI:88568	Cux1	cut-like homeobox 1	5		chromatin binding	uses Trim61		IDA		J:100828 	
MGI:2177632	Cys1	cystin 1	12		chromatin binding	happens in kidney collecting duct cell,uses Myc,uses SO:0000167		IDA		J:211149 	
MGI:2144727	Ddx1	DEAD box helicase 1	12		chromatin binding			ISO	Q92499 	J:164563 	
MGI:105037	Ddx5	DEAD box helicase 5	11		promoter-specific chromatin binding			IDA		J:240379 	
MGI:2443590	Ddx11	DEAD/H box helicase 11	17		chromatin binding			ISO	Q96FC9 	J:164563 	
MGI:1914290	Ddx17	DEAD box helicase 17	15		chromatin DNA binding	uses Abca1		IDA		J:264834 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		chromatin DNA binding			ISO	Q08211 	J:164563 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		promoter-specific chromatin binding			ISO	Q08211 	J:164563 	
MGI:1920081	Dhx30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	9		chromatin binding			ISO	Q7L2E3 	J:164563 	
MGI:94901	Dlx1	distal-less homeobox 1	2		chromatin binding			IDA		J:88386 	
MGI:94902	Dlx2	distal-less homeobox 2	2		chromatin binding			IDA		J:88386 	
MGI:94903	Dlx3	distal-less homeobox 3	11		chromatin binding			IDA		J:184287 	
MGI:1354733	Dmrt1	doublesex and mab-3 related transcription factor 1	19		chromatin binding	happens in testis		IDA		J:196366 	
MGI:99470	Dnajc2	DnaJ heat shock protein family (Hsp40) member C2	5		chromatin binding			ISO	Q99543 	J:164563 	
MGI:94912	Dnmt1	DNA methyltransferase (cytosine-5) 1	9		chromatin binding			IDA		J:202816 	
MGI:94912	Dnmt1	DNA methyltransferase (cytosine-5) 1	9		promoter-specific chromatin binding			ISO	P26358 	J:164563 	
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		chromatin binding	uses Mt1		IDA		J:104088 	
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		chromatin binding			ISO	RGD:1303336 	J:155856 	
MGI:1261819	Dnmt3b	DNA methyltransferase 3B	2		chromatin binding			ISO	RGD:1303274 	J:155856 	
MGI:1923483	Dnttip1	deoxynucleotidyltransferase, terminal, interacting protein 1	2		nucleosome binding			IBA	PTN001157575 	J:265628 	
MGI:1923483	Dnttip1	deoxynucleotidyltransferase, terminal, interacting protein 1	2		nucleosome binding			ISO	Q9H147 	J:164563 	
MGI:2157523	Dppa2	developmental pluripotency associated 2	16		chromatin binding			IBA	PTN001815989 	J:265628 	
MGI:2157523	Dppa2	developmental pluripotency associated 2	16		chromatin binding	uses Syce1		IDA		J:178324 	
MGI:2157525	Dppa4	developmental pluripotency associated 4	16		chromatin binding			IBA	PTN001815989 	J:265628 	
MGI:103012	E2f4	E2F transcription factor 4	8		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:103012	E2f4	E2F transcription factor 4	8		promoter-specific chromatin binding			ISO	Q16254 	J:216069 	
MGI:894332	Ebf2	early B cell factor 2	14		chromatin binding	happens in brown fat cell,uses Prdm16		IDA		J:198125 	
MGI:894332	Ebf2	early B cell factor 2	14		chromatin binding	happens in brown preadipocyte,uses Prdm16		IDA		J:198125 	
MGI:1349469	Ecsit	ECSIT signalling integrator	9		chromatin binding			IDA		J:86912 	
MGI:95286	Eed	embryonic ectoderm development	7		chromatin binding	uses Hoxa1		IDA		J:109525 	
MGI:95286	Eed	embryonic ectoderm development	7		chromatin binding			IDA		J:202816 	
MGI:95286	Eed	embryonic ectoderm development	7		chromatin binding			ISO	RGD:1309782 	J:155856 	
MGI:95286	Eed	embryonic ectoderm development	7	contributes_to	nucleosome binding			IBA	PTN000028944 	J:265628 	
MGI:95294	Egfr	epidermal growth factor receptor	11		chromatin binding			ISO	P00533 	J:164563 	
MGI:95295	Egr1	early growth response 1	18		promoter-specific chromatin binding			ISO	RGD:2544 	J:155856 	
MGI:95295	Egr1	early growth response 1	18		promoter-specific chromatin binding			ISO	P18146 	J:164563 	
MGI:95296	Egr2	early growth response 2	10		chromatin binding			IDA		J:128960 	
MGI:2148922	Ehmt2	euchromatic histone lysine N-methyltransferase 2	17		promoter-specific chromatin binding			IDA		J:227373 	
MGI:2148922	Ehmt2	euchromatic histone lysine N-methyltransferase 2	17		promoter-specific chromatin binding			ISO	Q96KQ7 	J:73065 	
MGI:101833	Elk1	ELK1, member of ETS oncogene family	X		chromatin binding			ISO	RGD:1598663 	J:155856 	
MGI:102853	Elk4	ELK4, member of ETS oncogene family	1		chromatin binding			ISO	P28324 	J:164563 	
MGI:1919286	Eny2	ENY2 transcription and export complex 2 subunit	15		chromatin binding			IBA	PTN000282153 	J:265628 	
MGI:1201683	Eomes	eomesodermin	9		chromatin binding			IDA		J:176969 	
MGI:1201683	Eomes	eomesodermin	9		chromatin DNA binding	happens in neocortex,uses Tbr1,uses Eomes,uses Pax6		IDA		J:266522 	
MGI:1276116	Ep300	E1A binding protein p300	15		chromatin binding	uses Pck1		IDA		J:188795 	
MGI:1276116	Ep300	E1A binding protein p300	15		chromatin binding			IDA		J:199171 J:230626 	
MGI:1276116	Ep300	E1A binding protein p300	15		chromatin binding			ISO	RGD:620036 	J:155856 	
